filename,xmin,xmax,ymin,ymax,class,height,width
0000747.jpg,248,330,124,426,1,302,82
0000746.jpg,4,88,177,383,3,206,84
0000746.jpg,180,262,156,387,2,231,82
0000746.jpg,319,421,72,400,1,328,102
0000745.jpg,69,157,190,419,2,229,88
0000745.jpg,211,309,100,425,1,325,98
0000744.jpg,3,42,136,341,3,205,39
0000744.jpg,128,218,126,352,2,226,90
0000744.jpg,259,369,51,374,1,323,110
0000743.jpg,4,100,349,478,3,129,96
0000743.jpg,191,303,324,478,2,154,112
0000743.jpg,375,495,211,478,1,267,120
0000742.jpg,56,166,239,479,3,240,110
0000742.jpg,266,387,231,480,2,249,121
0000742.jpg,466,608,121,474,1,353,142
0000741.jpg,358,438,143,355,3,212,80
0000741.jpg,528,624,120,364,2,244,96
0000740.jpg,49,134,200,412,2,212,85
0000740.jpg,180,271,128,426,1,298,91
0000739.jpg,71,165,165,375,3,210,94
0000739.jpg,215,318,147,400,2,253,103
0000739.jpg,372,484,45,434,1,389,112
0000738.jpg,99,179,167,351,3,184,80
0000738.jpg,224,316,150,364,2,214,92
0000738.jpg,356,457,56,391,1,335,101
0000737.jpg,190,237,262,367,3,105,47
0000737.jpg,259,311,245,368,2,123,52
0000737.jpg,326,389,195,375,1,180,63
0000736.jpg,242,288,268,369,3,101,46
0000736.jpg,310,366,248,373,2,125,56
0000736.jpg,377,442,197,376,1,179,65
0000735.jpg,134,192,183,303,3,120,58
0000735.jpg,212,275,167,301,2,134,63
0000735.jpg,290,362,104,310,1,206,72
0000734.jpg,166,227,144,281,3,137,61
0000734.jpg,265,332,129,288,2,159,67
0000734.jpg,362,434,60,300,1,240,72
0000733.jpg,157,220,218,358,3,140,63
0000733.jpg,258,328,198,357,2,159,70
0000733.jpg,354,438,129,368,1,239,84
0000732.jpg,141,205,239,405,3,166,64
0000732.jpg,274,346,220,405,2,185,72
0000732.jpg,394,472,148,415,1,267,78
0000731.jpg,66,163,258,474,3,216,97
0000731.jpg,241,341,214,445,2,231,100
0000731.jpg,378,475,111,424,1,313,97
0000730.jpg,93,214,156,446,2,290,121
0000730.jpg,252,364,35,430,1,395,112
0000729.jpg,63,167,168,398,3,230,104
0000729.jpg,247,347,127,362,2,235,100
0000729.jpg,369,468,22,350,1,328,99
0000728.jpg,193,274,223,414,3,191,81
0000728.jpg,344,428,190,390,2,200,84
0000728.jpg,449,535,102,387,1,285,86
0000727.jpg,130,204,141,320,3,179,74
0000727.jpg,269,346,123,308,2,185,77
0000727.jpg,361,453,51,308,1,257,92
0000726.jpg,300,359,231,370,3,139,59
0000726.jpg,409,472,201,353,2,152,63
0000726.jpg,492,558,138,352,1,214,66
0000725.jpg,287,337,257,358,3,101,50
0000725.jpg,374,424,234,346,2,112,50
0000725.jpg,436,491,182,341,1,159,55
0000724.jpg,189,227,234,317,3,83,38
0000724.jpg,257,296,226,315,2,89,39
0000724.jpg,309,349,192,318,1,126,40
0000723.jpg,270,309,265,352,3,87,39
0000723.jpg,341,381,252,347,2,95,40
0000723.jpg,394,440,212,348,1,136,46
0000722.jpg,211,255,277,386,3,109,44
0000722.jpg,297,342,262,380,2,118,45
0000722.jpg,366,419,216,389,1,173,53
0000721.jpg,152,211,237,373,3,136,59
0000721.jpg,256,329,215,363,2,148,73
0000721.jpg,347,418,147,361,1,214,71
0000720.jpg,52,234,148,263,2,115,182
0000720.jpg,290,536,145,284,1,139,246
0000720.jpg,311,461,111,179,3,68,150
0000719.jpg,40,227,128,242,2,114,187
0000719.jpg,284,525,122,264,1,142,241
0000719.jpg,303,454,89,162,3,73,151
0000718.jpg,70,253,221,341,2,120,183
0000718.jpg,305,550,221,368,1,147,245
0000718.jpg,326,479,187,257,3,70,153
0000717.jpg,37,230,142,272,2,130,193
0000717.jpg,282,526,142,297,1,155,244
0000717.jpg,304,454,95,184,3,89,150
0000716.jpg,36,237,137,246,2,109,201
0000716.jpg,256,503,85,216,1,131,247
0000716.jpg,262,406,29,104,3,75,144
0000715.jpg,43,228,170,264,2,94,185
0000715.jpg,246,477,119,232,1,113,231
0000715.jpg,247,383,68,134,3,66,136
0000714.jpg,68,222,237,307,2,70,154
0000714.jpg,223,413,216,294,1,78,190
0000714.jpg,219,330,190,220,3,30,111
0000713.jpg,36,187,196,263,2,67,151
0000713.jpg,188,374,164,244,1,80,186
0000713.jpg,175,285,138,175,3,37,110
0000712.jpg,132,274,296,350,2,54,142
0000712.jpg,250,415,251,317,1,66,165
0000712.jpg,226,330,218,259,3,41,104
0000711.jpg,85,279,301,389,2,88,194
0000711.jpg,254,483,229,327,1,98,229
0000711.jpg,229,366,183,236,3,53,137
0000710.jpg,146,343,217,298,2,81,197
0000710.jpg,309,549,141,231,1,90,240
0000710.jpg,280,420,91,147,3,56,140
0000709.jpg,60,283,152,291,2,139,223
0000709.jpg,275,578,160,271,1,111,303
0000709.jpg,267,438,119,166,3,47,171
0000708.jpg,215,463,232,358,3,126,248
0000708.jpg,212,635,326,476,1,150,423
0000708.jpg,3,222,312,480,2,168,219
0000707.jpg,65,514,258,454,1,196,449
0000707.jpg,74,326,176,276,3,100,252
0000707.jpg,3,77,255,402,2,147,74
0000706.jpg,85,293,131,231,2,100,208
0000706.jpg,288,557,160,350,1,190,269
0000706.jpg,311,478,99,208,3,109,167
0000705.jpg,106,332,114,223,2,109,226
0000705.jpg,331,627,143,344,1,201,296
0000705.jpg,338,529,81,192,3,111,191
0000704.jpg,112,322,229,367,2,138,210
0000704.jpg,264,482,322,461,3,139,218
0000704.jpg,312,591,214,377,1,163,279
0000703.jpg,182,397,318,446,3,128,215
0000703.jpg,231,501,212,360,1,148,270
0000703.jpg,28,241,231,370,2,139,213
0000702.jpg,192,418,153,288,3,135,226
0000702.jpg,40,259,69,209,2,140,219
0000702.jpg,254,534,56,201,1,145,280
0000701.jpg,190,403,194,366,3,172,213
0000701.jpg,72,288,96,204,2,108,216
0000701.jpg,292,535,91,296,1,205,243
0000700.jpg,217,398,273,385,3,112,181
0000700.jpg,241,474,125,285,1,160,233
0000700.jpg,79,254,156,306,2,150,175
0000699.jpg,313,519,253,361,3,108,206
0000699.jpg,248,525,112,203,1,91,277
0000699.jpg,155,296,168,377,2,209,141
0000698.jpg,185,303,195,380,2,185,118
0000698.jpg,335,526,242,355,3,113,191
0000698.jpg,255,512,137,221,1,84,257
0000697.jpg,427,540,283,342,3,59,113
0000697.jpg,407,522,262,315,2,53,115
0000697.jpg,357,516,251,300,1,49,159
0000696.jpg,452,561,300,357,3,57,109
0000696.jpg,430,553,277,329,2,52,123
0000696.jpg,382,535,266,313,1,47,153
0000695.jpg,229,330,279,342,3,63,101
0000695.jpg,206,318,255,318,2,63,112
0000695.jpg,157,303,255,304,1,49,146
0000694.jpg,271,402,291,381,3,90,131
0000694.jpg,243,382,257,337,2,80,139
0000694.jpg,187,360,255,313,1,58,173
0000693.jpg,165,332,311,433,3,122,167
0000693.jpg,133,322,268,376,2,108,189
0000693.jpg,60,297,239,338,1,99,237
0000692.jpg,151,368,328,442,3,114,217
0000692.jpg,148,376,256,337,2,81,228
0000692.jpg,93,388,180,275,1,95,295
0000691.jpg,298,564,297,406,3,109,266
0000691.jpg,305,580,201,307,2,106,275
0000691.jpg,255,604,120,253,1,133,349
0000690.jpg,35,145,297,479,3,182,110
0000690.jpg,188,293,143,478,1,335,105
0000690.jpg,320,440,288,477,2,189,120
0000689.jpg,172,281,312,480,3,168,109
0000689.jpg,311,430,152,478,1,326,119
0000689.jpg,463,592,296,479,2,183,129
0000688.jpg,181,267,291,476,3,185,86
0000688.jpg,278,373,161,470,1,309,95
0000688.jpg,405,503,275,479,2,204,98
0000687.jpg,214,299,48,268,3,220,85
0000687.jpg,261,348,0,218,1,218,87
0000687.jpg,407,505,9,235,2,226,98
0000686.jpg,248,336,2,181,3,179,88
0000686.jpg,337,385,3,135,1,132,48
0000686.jpg,442,539,2,142,2,140,97
0000685.jpg,403,495,159,378,3,219,92
0000685.jpg,445,532,17,322,1,305,87
0000685.jpg,596,637,112,340,2,228,41
0000684.jpg,196,307,232,476,3,244,111
0000684.jpg,383,480,145,396,2,251,97
0000684.jpg,202,309,56,241,1,185,107
0000683.jpg,248,333,197,393,3,196,85
0000683.jpg,252,333,68,197,1,129,81
0000683.jpg,395,472,133,334,2,201,77
0000682.jpg,283,339,250,378,3,128,56
0000682.jpg,286,346,160,255,1,95,60
0000682.jpg,382,434,214,350,2,136,52
0000681.jpg,405,454,192,298,3,106,49
0000681.jpg,415,465,119,195,1,76,50
0000681.jpg,488,540,171,291,2,120,52
0000680.jpg,182,227,196,293,3,97,45
0000680.jpg,261,310,168,271,2,103,49
0000680.jpg,191,241,135,273,1,138,50
0000679.jpg,89,128,305,397,3,92,39
0000679.jpg,134,177,248,388,1,140,43
0000679.jpg,192,233,295,398,2,103,41
0000678.jpg,17,55,354,445,3,91,38
0000678.jpg,63,106,298,439,1,141,43
0000678.jpg,119,157,344,448,2,104,38
0000677.jpg,219,257,299,390,3,91,38
0000677.jpg,261,309,245,392,1,147,48
0000677.jpg,314,356,296,402,2,106,42
0000676.jpg,194,231,238,329,3,91,37
0000676.jpg,239,281,184,320,1,136,42
0000676.jpg,292,331,233,336,2,103,39
0000675.jpg,200,247,145,259,3,114,47
0000675.jpg,257,311,71,244,1,173,54
0000675.jpg,321,372,138,263,2,125,51
0000674.jpg,177,223,224,338,3,114,46
0000674.jpg,236,288,149,323,1,174,52
0000674.jpg,301,351,214,347,2,133,50
0000673.jpg,337,392,221,355,3,134,55
0000673.jpg,399,457,130,333,1,203,58
0000673.jpg,482,548,209,362,2,153,66
0000672.jpg,256,321,219,369,3,150,65
0000672.jpg,317,390,115,336,1,221,73
0000672.jpg,420,486,195,366,2,171,66
0000671.jpg,154,233,159,347,3,188,79
0000671.jpg,246,332,27,307,1,280,86
0000671.jpg,361,452,141,353,2,212,91
0000670.jpg,48,127,85,341,1,256,79
0000670.jpg,148,220,162,351,2,189,72
0000670.jpg,256,326,194,365,3,171,70
0000669.jpg,186,271,3,253,1,250,85
0000669.jpg,295,378,67,271,2,204,83
0000669.jpg,413,503,107,292,3,185,90
0000668.jpg,152,255,165,455,1,290,103
0000668.jpg,297,383,239,466,2,227,86
0000668.jpg,425,522,269,466,3,197,97
0000667.jpg,118,219,94,385,1,291,101
0000667.jpg,254,347,169,383,2,214,93
0000667.jpg,375,472,188,380,3,192,97
0000666.jpg,152,263,114,430,1,316,111
0000666.jpg,303,396,184,424,2,240,93
0000666.jpg,429,533,203,415,3,212,104
0000665.jpg,327,439,46,389,1,343,112
0000665.jpg,498,604,135,380,2,245,106
0000664.jpg,94,212,72,386,1,314,118
0000664.jpg,257,349,147,370,2,223,92
0000664.jpg,402,492,169,366,3,197,90
0000663.jpg,113,224,122,419,1,297,111
0000663.jpg,275,362,196,411,2,215,87
0000663.jpg,413,501,219,413,3,194,88
0000662.jpg,48,142,48,324,1,276,94
0000662.jpg,187,273,133,330,2,197,86
0000662.jpg,312,402,173,347,3,174,90
0000661.jpg,157,251,103,348,1,245,94
0000661.jpg,281,360,166,340,2,174,79
0000661.jpg,398,467,179,341,3,162,69
0000660.jpg,281,356,159,406,1,247,75
0000660.jpg,393,468,222,399,2,177,75
0000660.jpg,495,563,246,393,3,147,68
0000659.jpg,237,376,108,478,1,370,139
0000659.jpg,379,496,209,474,2,265,117
0000659.jpg,475,591,222,439,3,217,116
0000658.jpg,114,226,84,455,1,371,112
0000658.jpg,235,334,172,399,2,227,99
0000658.jpg,328,417,180,365,3,185,89
0000657.jpg,197,305,40,408,1,368,108
0000657.jpg,337,441,135,371,2,236,104
0000657.jpg,456,554,153,350,3,197,98
0000656.jpg,165,274,45,408,1,363,109
0000656.jpg,309,407,133,371,2,238,98
0000656.jpg,429,521,150,345,3,195,92
0000655.jpg,325,408,3,291,1,288,83
0000655.jpg,423,506,71,261,2,190,83
0000655.jpg,518,587,84,242,3,158,69
0000654.jpg,253,335,75,349,1,274,82
0000654.jpg,353,424,139,327,2,188,71
0000654.jpg,440,505,151,301,3,150,65
0000653.jpg,394,445,132,305,1,173,51
0000653.jpg,459,507,178,295,2,117,48
0000653.jpg,521,567,185,287,3,102,46
0000652.jpg,269,321,138,308,1,170,52
0000652.jpg,332,382,182,294,2,112,50
0000652.jpg,393,434,192,292,3,100,41
0000651.jpg,369,411,184,322,1,138,42
0000651.jpg,421,461,221,316,2,95,40
0000651.jpg,478,515,230,312,3,82,37
0000650.jpg,324,370,181,334,1,153,46
0000650.jpg,386,432,221,326,2,105,46
0000650.jpg,451,489,229,320,3,91,38
0000649.jpg,220,280,123,320,1,197,60
0000649.jpg,311,363,172,305,2,133,52
0000649.jpg,392,439,185,300,3,115,47
0000648.jpg,169,232,150,341,1,191,63
0000648.jpg,260,316,200,339,2,139,56
0000648.jpg,349,400,218,339,3,121,51
0000647.jpg,167,245,136,394,1,258,78
0000647.jpg,286,360,217,402,2,185,74
0000647.jpg,403,477,249,414,3,165,74
0000646.jpg,124,226,260,479,1,219,102
0000646.jpg,271,367,327,477,2,150,96
0000646.jpg,437,536,359,478,3,119,99
0000645.jpg,374,466,127,455,1,328,92
0000645.jpg,508,612,232,474,2,242,104
0000644.jpg,374,467,92,413,1,321,93
0000644.jpg,508,611,196,447,2,251,103
0000643.jpg,136,232,57,378,1,321,96
0000643.jpg,265,358,159,405,2,246,93
0000643.jpg,410,510,202,433,3,231,100
0000642.jpg,90,180,115,404,1,289,90
0000642.jpg,199,290,216,436,2,220,91
0000642.jpg,328,422,262,470,3,208,94
0000641.jpg,177,273,130,383,1,253,96
0000641.jpg,285,370,207,392,2,185,85
0000641.jpg,407,487,227,403,3,176,80
0000640.jpg,255,319,124,319,1,195,64
0000640.jpg,335,389,186,331,2,145,54
0000640.jpg,427,482,208,343,3,135,55
0000639.jpg,325,381,69,259,1,190,56
0000639.jpg,401,459,132,277,2,145,58
0000639.jpg,487,548,163,297,3,134,61
0000638.jpg,350,421,62,250,1,188,71
0000638.jpg,431,491,116,254,2,138,60
0000638.jpg,517,578,130,262,3,132,61
0000637.jpg,167,210,165,305,1,140,43
0000637.jpg,233,271,205,305,2,100,38
0000637.jpg,297,335,221,306,3,85,38
0000636.jpg,485,527,201,338,1,137,42
0000636.jpg,547,587,245,344,2,99,40
0000636.jpg,616,639,260,347,3,87,23
0000635.jpg,243,284,307,442,1,135,41
0000635.jpg,307,343,340,434,2,94,36
0000635.jpg,365,401,352,431,3,79,36
0000634.jpg,198,240,221,349,1,128,42
0000634.jpg,260,296,256,347,2,91,36
0000634.jpg,317,353,268,347,3,79,36
0000633.jpg,252,291,107,235,1,128,39
0000633.jpg,309,350,141,230,2,89,41
0000633.jpg,371,404,150,227,3,77,33
0000632.jpg,199,244,183,320,1,137,45
0000632.jpg,265,304,220,319,2,99,39
0000632.jpg,327,363,230,315,3,85,36
0000631.jpg,105,158,127,295,1,168,53
0000631.jpg,184,232,171,290,2,119,48
0000631.jpg,265,306,186,287,3,101,41
0000630.jpg,111,190,117,360,1,243,79
0000630.jpg,226,296,190,369,2,179,70
0000630.jpg,344,407,212,374,3,162,63
0000629.jpg,238,338,68,412,1,344,100
0000629.jpg,380,499,191,447,2,256,119
0000629.jpg,548,640,239,477,3,238,92
0000628.jpg,127,250,37,440,1,403,123
0000628.jpg,296,414,174,474,2,300,118
0000628.jpg,478,599,207,474,3,267,121
0000627.jpg,79,212,22,425,1,403,133
0000627.jpg,256,374,155,451,2,296,118
0000627.jpg,444,558,185,454,3,269,114
0000626.jpg,24,130,126,384,2,258,106
0000626.jpg,192,285,159,383,3,224,93
0000625.jpg,130,260,6,335,1,329,130
0000625.jpg,279,397,82,355,2,273,118
0000625.jpg,458,561,102,349,3,247,103
0000624.jpg,123,247,7,362,1,355,124
0000624.jpg,274,380,118,381,2,263,106
0000624.jpg,449,542,140,377,3,237,93
0000623.jpg,341,420,54,305,1,251,79
0000623.jpg,453,526,133,321,2,188,73
0000623.jpg,574,637,148,320,3,172,63
0000622.jpg,363,411,175,335,1,160,48
0000622.jpg,430,476,220,344,2,124,46
0000622.jpg,505,547,236,340,3,104,42
0000621.jpg,481,535,176,325,1,149,54
0000621.jpg,547,592,217,324,2,107,45
0000621.jpg,628,638,231,327,3,96,10
0000620.jpg,376,428,188,346,1,158,52
0000620.jpg,442,489,234,349,2,115,47
0000620.jpg,515,560,246,348,3,102,45
0000619.jpg,383,435,46,215,1,169,52
0000619.jpg,451,504,97,223,2,126,53
0000619.jpg,534,583,107,223,3,116,49
0000618.jpg,395,456,109,296,1,187,61
0000618.jpg,472,528,163,302,2,139,56
0000618.jpg,565,621,172,302,3,130,56
0000617.jpg,304,384,94,331,1,237,80
0000617.jpg,406,477,164,343,2,179,71
0000617.jpg,522,586,178,340,3,162,64
0000616.jpg,300,387,82,333,1,251,87
0000616.jpg,408,487,155,341,2,186,79
0000616.jpg,532,604,164,337,3,173,72
0000615.jpg,110,229,58,373,1,315,119
0000615.jpg,261,361,142,370,2,228,100
0000615.jpg,402,486,149,345,3,196,84
0000614.jpg,195,293,69,365,1,296,98
0000614.jpg,331,421,147,364,2,217,90
0000614.jpg,462,534,155,344,3,189,72
0000613.jpg,180,273,100,393,1,293,93
0000613.jpg,308,394,177,389,2,212,86
0000613.jpg,432,506,183,362,3,179,74
0000612.jpg,173,254,100,355,1,255,81
0000612.jpg,291,362,164,349,2,185,71
0000612.jpg,394,458,174,329,3,155,64
0000611.jpg,161,225,79,299,1,220,64
0000611.jpg,257,319,137,292,1,155,62
0000611.jpg,339,392,145,274,3,129,53
0000610.jpg,180,239,86,274,1,188,59
0000610.jpg,264,317,130,262,2,132,53
0000610.jpg,332,377,135,248,3,113,45
0000609.jpg,142,191,227,376,1,149,49
0000609.jpg,209,253,266,373,2,107,44
0000609.jpg,261,297,273,358,3,85,36
0000608.jpg,138,187,176,333,1,157,49
0000608.jpg,206,254,221,331,2,110,48
0000608.jpg,269,307,225,313,3,88,38
0000607.jpg,250,298,125,267,1,142,48
0000607.jpg,317,359,161,264,2,103,42
0000607.jpg,378,418,167,254,3,87,40
0000606.jpg,309,355,219,364,1,145,46
0000606.jpg,373,418,258,366,2,108,45
0000606.jpg,443,482,269,361,3,92,39
0000605.jpg,172,235,248,419,1,171,63
0000605.jpg,249,305,292,417,2,125,56
0000605.jpg,328,379,291,405,3,114,51
0000604.jpg,398,461,145,341,1,196,63
0000604.jpg,488,546,202,351,2,149,58
0000604.jpg,580,636,209,343,3,134,56
0000603.jpg,270,335,244,453,1,209,65
0000603.jpg,360,424,312,462,2,150,64
0000603.jpg,457,512,328,466,3,138,55
0000602.jpg,244,320,163,413,1,250,76
0000602.jpg,355,427,225,406,2,181,72
0000602.jpg,457,519,234,388,3,154,62
0000601.jpg,380,466,164,410,1,246,86
0000601.jpg,491,574,236,416,2,180,83
0000601.jpg,594,640,254,405,3,151,46
0000600.jpg,49,483,215,415,2,200,434
0000600.jpg,517,637,269,430,3,161,120
0000600.jpg,1,52,227,327,1,100,51
0000599.jpg,4,174,150,298,2,148,170
0000599.jpg,215,567,173,318,3,145,352
0000598.jpg,46,294,230,324,2,94,248
0000598.jpg,325,544,239,318,3,79,219
0000598.jpg,2,42,251,319,1,68,40
0000597.jpg,4,143,199,274,1,75,139
0000597.jpg,149,310,194,260,2,66,161
0000597.jpg,326,462,195,250,3,55,136
0000596.jpg,205,435,188,260,1,72,230
0000596.jpg,441,604,186,251,2,65,163
0000595.jpg,312,517,177,244,1,67,205
0000595.jpg,534,638,181,241,2,60,104
0000594.jpg,40,252,183,252,1,69,212
0000594.jpg,265,416,181,240,2,59,151
0000594.jpg,431,566,188,241,3,53,135
0000593.jpg,3,153,163,251,1,88,150
0000593.jpg,172,361,161,238,2,77,189
0000593.jpg,384,559,169,234,3,65,175
0000592.jpg,2,115,223,335,1,112,113
0000592.jpg,131,400,217,316,2,99,269
0000592.jpg,403,638,226,322,3,96,235
0000591.jpg,6,347,255,383,1,128,341
0000591.jpg,373,638,259,365,2,106,265
0000590.jpg,16,554,183,347,1,164,538
0000590.jpg,557,638,195,343,2,148,81
0000589.jpg,1,161,175,321,2,146,160
0000589.jpg,175,508,177,309,3,132,333
0000588.jpg,96,470,184,326,2,142,374
0000588.jpg,476,638,191,328,3,137,162
0000588.jpg,2,87,180,336,1,156,85
0000587.jpg,3,54,213,311,1,98,51
0000587.jpg,66,342,202,311,2,109,276
0000587.jpg,349,594,211,312,3,101,245
0000586.jpg,147,301,246,298,1,52,154
0000586.jpg,306,407,247,287,2,40,101
0000586.jpg,411,502,248,287,3,39,91
0000585.jpg,94,296,299,360,1,61,202
0000585.jpg,300,430,302,351,2,49,130
0000585.jpg,431,545,303,352,3,49,114
0000584.jpg,47,284,159,245,1,86,237
0000584.jpg,286,447,151,214,2,63,161
0000584.jpg,448,589,149,207,3,58,141
0000583.jpg,95,338,214,285,1,71,243
0000583.jpg,344,506,216,281,2,65,162
0000583.jpg,509,638,220,281,3,61,129
0000582.jpg,122,384,245,330,1,85,262
0000582.jpg,391,572,259,333,2,74,181
0000582.jpg,575,638,265,331,3,66,63
0000581.jpg,269,515,243,320,1,77,246
0000581.jpg,516,639,256,323,2,67,123
0000580.jpg,77,265,118,177,1,59,188
0000580.jpg,281,406,114,162,2,48,125
0000580.jpg,411,521,116,159,3,43,110
0000579.jpg,30,206,241,292,1,51,176
0000579.jpg,221,342,240,288,2,48,121
0000579.jpg,343,450,243,284,3,41,107
0000578.jpg,65,287,363,429,1,66,222
0000578.jpg,310,459,362,425,2,63,149
0000578.jpg,467,608,368,427,3,59,141
0000577.jpg,53,272,67,139,1,72,219
0000577.jpg,297,446,57,122,2,65,149
0000577.jpg,452,586,56,112,3,56,134
0000576.jpg,36,263,78,150,1,72,227
0000576.jpg,285,433,72,136,2,64,148
0000576.jpg,442,578,72,130,3,58,136
0000575.jpg,5,218,221,314,1,93,213
0000575.jpg,242,406,211,284,2,73,164
0000575.jpg,416,566,206,271,3,65,150
0000574.jpg,55,349,165,253,1,88,294
0000574.jpg,353,550,172,256,2,84,197
0000574.jpg,552,638,187,257,3,70,86
0000573.jpg,33,265,260,328,1,68,232
0000573.jpg,262,405,268,330,2,62,143
0000573.jpg,406,538,279,340,3,61,132
0000572.jpg,5,193,409,473,1,64,188
0000572.jpg,197,328,426,471,2,45,131
0000572.jpg,332,455,431,477,3,46,123
0000571.jpg,3,273,136,275,1,139,270
0000571.jpg,276,562,157,276,2,119,286
0000571.jpg,566,638,178,278,3,100,72
0000570.jpg,55,491,294,469,1,175,436
0000570.jpg,495,638,356,475,2,119,143
0000569.jpg,1,60,147,287,1,140,59
0000569.jpg,46,354,175,305,2,130,308
0000569.jpg,366,636,194,322,3,128,270
0000568.jpg,17,300,252,367,2,115,283
0000568.jpg,309,556,263,369,3,106,247
0000567.jpg,4,115,192,291,1,99,111
0000567.jpg,116,360,192,286,2,94,244
0000567.jpg,354,569,206,284,3,78,215
0000566.jpg,13,279,220,303,1,83,266
0000566.jpg,275,452,215,289,2,74,177
0000566.jpg,454,615,224,289,3,65,161
0000565.jpg,42,351,240,339,1,99,309
0000565.jpg,354,561,264,343,2,79,207
0000565.jpg,565,639,278,353,3,75,74
0000564.jpg,3,265,227,314,1,87,262
0000564.jpg,276,456,234,315,2,81,180
0000564.jpg,453,622,245,316,3,71,169
0000563.jpg,117,309,301,366,1,65,192
0000563.jpg,310,445,303,360,2,57,135
0000563.jpg,437,549,311,355,3,44,112
0000562.jpg,157,339,174,234,1,60,182
0000562.jpg,340,465,174,231,2,57,125
0000562.jpg,466,573,189,231,3,42,107
0000561.jpg,9,273,258,347,1,89,264
0000561.jpg,289,460,258,339,2,81,171
0000561.jpg,460,623,270,336,3,66,163
0000560.jpg,164,416,198,291,1,93,252
0000560.jpg,432,617,202,276,2,74,185
0000559.jpg,35,290,269,364,1,95,255
0000559.jpg,308,480,265,344,2,79,172
0000559.jpg,542,639,266,328,3,62,97
0000558.jpg,23,326,301,424,1,123,303
0000558.jpg,416,501,193,397,2,204,85
0000558.jpg,539,616,204,380,3,176,77
0000557.jpg,170,472,309,416,1,107,302
0000557.jpg,562,637,207,419,2,212,75
0000556.jpg,247,562,288,396,1,108,315
0000555.jpg,28,187,106,477,1,371,159
0000555.jpg,314,406,203,450,2,247,92
0000555.jpg,449,534,214,418,3,204,85
0000554.jpg,71,231,32,451,1,419,160
0000554.jpg,362,470,151,416,2,265,108
0000554.jpg,504,600,172,386,3,214,96
0000553.jpg,136,252,93,444,1,351,116
0000553.jpg,366,477,205,435,2,230,111
0000553.jpg,496,594,229,423,3,194,98
0000551.jpg,114,213,86,330,1,244,99
0000551.jpg,295,360,144,313,2,169,65
0000551.jpg,390,451,156,301,3,145,61
0000550.jpg,101,193,69,303,1,234,92
0000550.jpg,277,343,137,295,2,158,66
0000550.jpg,362,428,148,286,3,138,66
0000549.jpg,216,276,231,377,1,146,60
0000549.jpg,330,371,268,374,2,106,41
0000549.jpg,384,425,276,368,3,92,41
0000548.jpg,178,230,267,420,1,153,52
0000548.jpg,287,330,308,418,2,110,43
0000548.jpg,341,382,320,409,3,89,41
0000547.jpg,309,366,222,364,1,142,57
0000547.jpg,418,463,262,362,2,100,45
0000547.jpg,472,513,269,359,3,90,41
0000546.jpg,271,323,241,386,1,145,52
0000546.jpg,376,421,289,387,2,98,45
0000546.jpg,432,477,296,384,3,88,45
0000545.jpg,198,255,80,227,1,147,57
0000545.jpg,303,348,121,223,2,102,45
0000545.jpg,358,399,132,221,3,89,41
0000544.jpg,113,168,102,249,1,147,55
0000544.jpg,216,260,145,248,2,103,44
0000544.jpg,271,313,153,243,3,90,42
0000543.jpg,70,129,203,360,1,157,59
0000543.jpg,180,230,250,356,2,106,50
0000543.jpg,242,288,258,352,3,94,46
0000542.jpg,133,226,124,388,1,264,93
0000542.jpg,317,398,205,385,2,180,81
0000542.jpg,412,495,224,380,3,156,83
0000541.jpg,454,535,112,392,1,280,81
0000540.jpg,103,257,67,389,1,322,154
0000540.jpg,314,447,157,433,2,276,133
0000540.jpg,451,578,191,462,3,271,127
0000539.jpg,145,303,32,346,1,314,158
0000539.jpg,360,502,104,363,2,259,142
0000539.jpg,497,629,123,383,3,260,132
0000538.jpg,122,253,115,384,1,269,131
0000538.jpg,317,429,176,392,2,216,112
0000538.jpg,436,538,189,400,3,211,102
0000537.jpg,167,291,96,367,1,271,124
0000537.jpg,378,473,167,376,2,209,95
0000537.jpg,495,585,187,386,3,199,90
0000536.jpg,256,341,100,327,1,227,85
0000536.jpg,422,494,179,350,2,171,72
0000536.jpg,515,586,205,366,3,161,71
0000535.jpg,252,321,114,268,1,154,69
0000535.jpg,373,425,158,273,2,115,52
0000535.jpg,439,486,169,275,3,106,47
0000534.jpg,286,345,150,307,1,157,59
0000534.jpg,406,450,199,316,2,117,44
0000534.jpg,469,510,213,318,3,105,41
0000533.jpg,145,221,103,274,1,171,76
0000533.jpg,267,330,147,277,2,130,63
0000533.jpg,341,397,156,279,3,123,56
0000532.jpg,187,254,226,413,1,187,67
0000532.jpg,313,366,288,424,2,136,53
0000532.jpg,383,436,306,434,3,128,53
0000531.jpg,117,206,169,396,1,227,89
0000531.jpg,284,351,240,407,2,167,67
0000531.jpg,374,438,258,415,3,157,64
0000530.jpg,138,230,130,360,1,230,92
0000530.jpg,303,378,193,367,2,174,75
0000530.jpg,398,463,212,374,3,162,65
0000529.jpg,165,317,13,408,1,395,152
0000529.jpg,474,597,131,426,2,295,123
0000528.jpg,333,489,38,467,1,429,156
0000527.jpg,90,213,62,384,1,322,123
0000527.jpg,343,436,166,396,2,230,93
0000527.jpg,465,556,196,403,3,207,91
0000526.jpg,166,334,4,363,1,359,168
0000526.jpg,494,618,81,388,2,307,124
0000525.jpg,145,298,27,425,2,398,153
